sepal_length,sepal_width,petal_length,petal_width,species
5.128625981421889,3.206014106883464,3.668527668812937,0.7853242530327915,0
5.552630099319028,3.2055143803648836,3.209280313835765,0.5952064612241288,0
6.065010745122851,3.2060190745224193,4.248621552574752,1.2339651395613789,1
6.580436101697887,4.5,2.293707395961051,0.6183349185122735,1
5.416660609723768,3.228356204277267,4.582889074209993,1.389319778045887,2
5.651472818668946,3.4542262560722397,6.305656152104382,1.164833323385604,1
4.914932020795177,3.3816007053972807,3.5151077476233423,1.0327363671935132,1
4.843034700735463,3.2605565005223194,4.382909927568201,0.5647054365708815,1
6.450020657915358,2.8738923021438616,4.873244785908891,0.796260068602167,0
6.884992022856658,3.303587688197307,3.0179251977940784,1.728773858078029,1
5.742391902735733,2.6908699141849715,4.080957219077709,1.5506420313370666,0
6.602826318313619,2.9052725573039964,3.7214070813290516,0.5157113286410142,2
6.089308820038108,2.805854580868359,3.866049367533014,1.2695326138004581,0
5.2839041963159,3.032749655754529,2.3858833674457074,1.7259709863602524,1
6.089116484406731,3.9258634266694035,3.7416672962402027,0.1,0
7.030429253172775,2.2530939229633007,4.5465970951172645,1.5803521346659544,2
5.771339168712038,3.2745040761498054,6.166944133251571,0.7361633687379073,1
7.051714924651205,2.3549136515241393,5.3307604043448515,1.5994190680152114,1
4.0,2.8112272536842267,7.0,0.6657185904202382,0
6.457522003500179,3.4355802387869465,2.395509143090316,0.1,2
5.869637654590536,3.025712007638185,5.182945082425153,0.1,0
5.560794119627306,2.5689020888282776,4.011681409755198,1.2336594626629673,2
5.873408621228402,2.713878516296013,7.0,1.3818057512050372,0
4.209944868319285,3.2718390995738704,2.325892914896243,0.566978362426914,0
5.624262489729991,2.7078533473131454,2.272472868292681,1.6470147211441617,0
6.085690057209397,3.08658343583279,2.6810325027451625,0.1,1
6.982315235793212,3.0182287359615256,1.0,1.1537441409468783,1
5.385383825381082,2.739359860957673,2.8062164631427065,0.35228866016628035,0
5.15320511768545,3.8575776357301303,2.4094744753587136,0.7437147245384885,2
5.398594365132371,3.2535676089272045,3.9556694370095533,1.2331790699214897,1
6.532321694161659,2.1899429653369573,4.280985158821172,0.5977106443012333,1
6.063000887727747,3.074581725907771,6.889490426667006,0.9308111190391222,1
5.376191836986369,2.735285414092645,5.315720524916285,1.9044049664501084,1
6.210613946490684,3.3409733339184897,2.719263785373915,0.7961756913337958,1
5.877662039478432,2.68299170462692,2.1726950587077916,1.7849844784455993,0
6.574915992426311,2.9541054234132402,4.5362625915610595,0.40920520173966735,0
5.238357524898118,3.201994911592183,1.4556035480649085,1.5708629245406978,2
5.537870282721785,3.3463020776680485,6.813479901952402,2.2090980344605304,2
5.4863134774942734,2.5198814371776894,5.705048205226188,0.1,1
4.629188041494305,2.8661995056636207,2.902401391422002,0.6421733211706663,0
6.036896221651661,2.8100218755356177,1.0,1.6039504890263778,1
6.008844217743912,2.7386683069705153,6.001583036081202,1.0578682297699051,1
5.804090765313968,3.7061816961124388,3.5052822630705496,1.4598021113599162,0
5.612330293299882,3.161992684384382,5.8042877303548845,0.7772103692989256,0
4.667703406359668,2.4956464182659817,1.0,1.26061285123103,2
5.463483741787712,3.3671447788219107,2.6810624609785862,1.0910259352255443,1
5.525828386778584,3.8488624788050534,3.7089142895209117,2.017447443161865,0
5.158178184622704,3.412986104220459,3.7798670094000615,1.378094590310849,0
5.670971430667192,2.3922520136183945,2.934888698485286,1.4363218634526413,0
6.123240685451631,2.806306370853499,4.758844884990748,0.9116861237142728,2
7.308948720968424,3.506764459674649,1.8850452700495899,0.8586756431492545,0
5.939662250265471,2.7169322137524876,3.4579548754638014,0.8972092685262654,0
6.006040312578211,3.1775277712584913,3.904502573910228,1.4761164996648077,2
5.740443267387066,3.309853621371735,4.574546017899873,0.9053108634258159,0
4.264983027760767,2.629227811368767,4.909745292751113,1.402842399827489,1
5.7787888996406265,2.97618985757528,1.7881084438756225,2.5,0
5.848184167952821,2.0,1.0920059097494423,1.8097872924021847,0
7.770593689988229,2.590244943466284,5.8720505972274655,0.9717835274825112,0
5.646111228175101,2.898972739442736,4.2649338203653056,2.040849745514761,2
6.04123787386689,2.50088672721406,2.4275728878538594,0.914347238884914,2
5.772230584235805,3.6529645215726543,6.336958358388289,0.1,2
4.8650575699043745,2.4279434488157468,3.89664687829786,0.49433958235781716,1
6.714258251612017,2.8239822053212063,5.704805212908505,0.1,1
6.4015464261494195,3.0522962309144366,3.8147814183971853,0.953940561171084,0
6.4328255576344375,3.5765093156264465,7.0,1.212892865432686,0
5.072490036164209,2.4256551395282244,6.684079432153448,2.3735061185926978,2
6.9222354487488795,3.465265500861984,3.2767609475855752,1.4288491616349137,0
4.678519149766175,3.0040932244078347,5.351670616622404,1.046629629833795,0
6.269485675040216,2.6073965395808196,4.797139114294751,1.7805839068284424,0
7.5523645006479825,3.1848413897053085,6.0266736478049925,0.1,0
5.007570939895449,3.079623878229388,2.059630117013823,1.364930190675996,0
5.346961816317783,2.759913249136482,4.866287481997347,1.7396056357208767,1
5.879721092070112,3.0279208339960078,5.499321627644299,0.16498962795411098,1
5.397219476707041,2.845874561255296,1.0,2.0006278302448504,2
4.559469255147094,3.0454069381004993,1.6884605284681826,1.4369474852460897,2
5.854850379844821,3.2648522698084186,1.0,0.9092984602694391,1
4.950157029019116,3.634406726458141,3.242008381444252,1.6429473062743993,0
6.178873944508145,2.5048738004692606,4.919821834853137,2.5,1
5.064460612612957,3.8532133498625067,6.254006988563248,1.3273063785409465,1
7.039947524014032,2.2191648801909993,3.8259611267136178,1.3737544104102353,0
5.17339736613101,2.9392859619857665,6.468646427471196,0.8784473703218291,1
5.54235078703546,3.2353268825938306,1.353827521034685,0.6051089413746458,1
6.450813773895735,3.1123967470940133,1.0,1.781235071580972,1
4.815308546852836,2.7509201920717623,3.605568911875748,0.6007413218637929,1
5.981967947683303,2.91675109985709,4.352911263196822,1.2500963660535747,0
6.845714203425942,2.802799626136467,3.644418928240042,0.8656397872644184,2
4.514013412351018,2.7642540972223153,1.0,1.5352858780224743,2
5.947707086825843,3.33984083880841,3.54849593282826,1.4335634737008638,0
6.007906235398739,3.142806194386019,1.4824018491417497,1.9262779609805294,2
6.425458297421848,2.722836161895738,4.838443333011066,0.8429885208016771,1
4.810439431297534,3.3598399501733,4.323217018364642,1.0110875452946402,2
4.743634709532579,3.1229198083506438,2.102204363243496,0.5148653989523848,2
6.217553252493518,3.325144847535584,2.826426240527621,0.8889947179467219,1
6.037587738586549,3.2518515367694447,1.8993370127887825,1.4641103451313966,0
